question,answer,source_file
"b'Suppose 2 = -2*t - 5*m + 16, -2*m = 2*t - 8. Let r be 2/((t/(-1))/8). Let v = r + 11. What is the highest common factor of v and 3?\n'",b'3\n',numbers__gcd_composed_train.csv
b'Let h be ((-1 - 1)/2)/((-72)/2304). Suppose 3*g = -g + h. What is the highest common factor of g and 88?\n',b'8\n',numbers__gcd_composed_train.csv
b'Let f be (-1 + 3 - 2) + 1. Let a(i) = 3*i + 7. Let n(y) = -3*y + 15. Let j be n(5). Let l be a(j). Calculate the greatest common factor of l and f.\n',b'1\n',numbers__gcd_composed_train.csv
b'Suppose 0 = -24*o + 2843 + 2883 + 7378. Calculate the highest common factor of o and 126.\n',b'42\n',numbers__gcd_composed_train.csv
b'Let m = -20 - -41. Let x = m - 11. Calculate the greatest common factor of 5 and x.\n',b'5\n',numbers__gcd_composed_train.csv
"b'Suppose -6 = -n - l, l - 8 = -n - n. Suppose n*b = -3*b + 20. Let y(g) = g**2 + 3. Let d be y(-5). What is the highest common divisor of b and d?\n'",b'4\n',numbers__gcd_composed_train.csv
"b'Suppose 5 = -i + 6*i, n - 35 = -i. Suppose -4*s + 2 = v - 12, -2*v - 2*s = -n. What is the greatest common divisor of 180 and v?\n'",b'18\n',numbers__gcd_composed_train.csv
b'Let d = 26 - 21. Suppose -s - d*s = -624. Calculate the highest common divisor of 13 and s.\n',b'13\n',numbers__gcd_composed_train.csv
"b'Let f = 167 - 162. Suppose 0 = -f*s + 20, 0 = -o - o - 2*s + 92. Calculate the greatest common factor of o and 168.\n'",b'42\n',numbers__gcd_composed_train.csv
b'Let p = 596 - 556. What is the greatest common divisor of p and 10?\n',b'10\n',numbers__gcd_composed_train.csv
b'Suppose 0 = -m + 3 + 2. Calculate the highest common factor of m and 40.\n',b'5\n',numbers__gcd_composed_train.csv
b'Let s be -3*1 + 5/5. Let c be (-4)/1*s/2. Suppose 0 = 4*z - 2*z - 48. Calculate the greatest common factor of c and z.\n',b'4\n',numbers__gcd_composed_train.csv
b'Let w be 10 + -1*(2 + -5). Let u(b) = 9*b**2 - 57*b + 4. Let x be u(7). Suppose 845 = -41*m + x*m. What is the greatest common divisor of w and m?\n',b'13\n',numbers__gcd_composed_train.csv
b'Let g(t) = 11*t**2 - 3*t - 8. Let d be g(-8). Let l be ((-8)/(-5))/(18/d). What is the greatest common factor of l and 16?\n',b'16\n',numbers__gcd_composed_train.csv
b'Let q be (-49)/(-2) - (-9)/18. Calculate the highest common divisor of q and 125.\n',b'25\n',numbers__gcd_composed_train.csv
b'Let n be (-1076)/12 - (-2)/(-6). Let g = -57 - n. Let c = 2 + g. Calculate the highest common factor of 7 and c.\n',b'7\n',numbers__gcd_composed_train.csv
b'Let k = -5 + -15. Let w = 68 + k. Suppose 0 = p + 2*p - w. What is the highest common factor of 112 and p?\n',b'16\n',numbers__gcd_composed_train.csv
"b'Let g be 12/(-4)*(-14)/3. Let m be 1/4 - 21/(-12). Suppose m*a - 30 = 4*p, 2*a - 3*p + 4*p - 10 = 0. What is the highest common factor of a and g?\n'",b'7\n',numbers__gcd_composed_train.csv
"b'Suppose -5*d + 3*d = -12. Suppose 22 = 3*m + 4*b, -3*m - 4 + 66 = -4*b. Let a = m + 10. What is the greatest common factor of a and d?\n'",b'6\n',numbers__gcd_composed_train.csv
b'Calculate the greatest common factor of 1377 and 612.\n',b'153\n',numbers__gcd_train.csv
b'Calculate the greatest common factor of 2044 and 219.\n',b'73\n',numbers__gcd_train.csv
b'What is the highest common divisor of 1066 and 21074?\n',b'82\n',numbers__gcd_train.csv
b'Calculate the greatest common divisor of 11934 and 2142.\n',b'306\n',numbers__gcd_train.csv
b'Calculate the highest common factor of 74478464 and 2432.\n',b'128\n',numbers__gcd_train.csv
b'What is the greatest common factor of 20 and 115?\n',b'5\n',numbers__gcd_train.csv
b'What is the greatest common factor of 55 and 10835?\n',b'55\n',numbers__gcd_train.csv
b'What is the highest common divisor of 45 and 660?\n',b'15\n',numbers__gcd_train.csv
b'What is the highest common factor of 2530 and 995555?\n',b'1265\n',numbers__gcd_train.csv
b'Calculate the greatest common factor of 607306 and 24998698.\n',b'12394\n',numbers__gcd_train.csv
b'What is the highest common divisor of 54850 and 100?\n',b'50\n',numbers__gcd_train.csv
b'Calculate the greatest common factor of 14 and 112.\n',b'14\n',numbers__gcd_train.csv
b'What is the greatest common factor of 481 and 65?\n',b'13\n',numbers__gcd_train.csv
b'Calculate the greatest common divisor of 507394 and 227616.\n',b'4742\n',numbers__gcd_train.csv
b'Calculate the highest common divisor of 517 and 3674.\n',b'11\n',numbers__gcd_train.csv
b'Calculate the greatest common divisor of 784 and 5978.\n',b'98\n',numbers__gcd_train.csv
b'Calculate the greatest common factor of 13768 and 24.\n',b'8\n',numbers__gcd_train.csv
b'What is the highest common factor of 1152 and 816?\n',b'48\n',numbers__gcd_train.csv
b'Calculate the greatest common divisor of 4419 and 3.\n',b'3\n',numbers__gcd_train.csv
b'What is the greatest common divisor of 124985 and 14?\n',b'7\n',numbers__gcd_train.csv
"b'Suppose 0*p + 5*p = 0. Suppose -r - b = -p - 7, -5*b - 7 = -r. Does 7 divide r?\n'",b'True\n',numbers__is_factor_composed_train.csv
b'Let k(s) be the third derivative of s**4/24 + 3*s**3/2 + 3*s**2. Let x be k(-7). Is 12 a factor of (-18)/x*16/(-12)?\n',b'True\n',numbers__is_factor_composed_train.csv
b'Let g be (-1 - 2/(-4))*0. Suppose g*m - 4 = -4*m. Let p(s) = 80*s + 1. Is p(m) a multiple of 27?\n',b'True\n',numbers__is_factor_composed_train.csv
"b'Let u(x) = -2*x - 9. Let s be u(-6). Let z = 19 - 7. Suppose z = 2*l + s*j - 39, 3*l - 67 = 5*j. Is l a multiple of 6?\n'",b'True\n',numbers__is_factor_composed_train.csv
"b'Let j = -283 - -284. Suppose -s + 108 = 5*t, -t + 4*s + 10 - j = 0. Does 13 divide t?\n'",b'False\n',numbers__is_factor_composed_train.csv
b'Suppose -4*i + 12 = -2*i. Is 17 a factor of (-2)/(-12) - (-251)/i?\n',b'False\n',numbers__is_factor_composed_train.csv
b'Let f(r) = r**3 + 15*r**2 + 22*r + 18. Is f(-13) a multiple of 5?\n',b'True\n',numbers__is_factor_composed_train.csv
b'Let t(a) = 16*a - 2. Is t(4) a multiple of 9?\n',b'False\n',numbers__is_factor_composed_train.csv
b'Let h be (7*-21)/((-30)/100). Let r = h - 141. Does 23 divide r?\n',b'False\n',numbers__is_factor_composed_train.csv
b'Suppose 12*i = 269 - 65. Let p(a) = -a**2 + 16*a + 9. Let o be p(i). Does 6 divide (4/6)/(o/(-1236))?\n',b'False\n',numbers__is_factor_composed_train.csv
b'Let b = 741 - -797. Is 6 a factor of b?\n',b'False\n',numbers__is_factor_composed_train.csv
b'Is ((-75)/(-6))/((-1)/(-2)) a multiple of 5?\n',b'True\n',numbers__is_factor_composed_train.csv
"b'Let u(c) = -3*c**3 - 2*c**2 + c - 1. Let i be u(-2). Suppose 2*y = g - i, g - 5*g + y = -59. Does 4 divide ((-10)/g)/(1/(-12))?\n'",b'True\n',numbers__is_factor_composed_train.csv
b'Let x = -6376 + 9265. Is 107 a factor of x?\n',b'True\n',numbers__is_factor_composed_train.csv
"b'Suppose r = -3*k - 3*r - 1491, -2*r = -3*k - 1509. Let q = -331 - k. Suppose q = -f + 6*f. Does 13 divide f?\n'",b'False\n',numbers__is_factor_composed_train.csv
"b'Suppose -q + 5*n = -37, -2*n = -5*q + 74 + 19. Let g = q + -2. Does 7 divide g?\n'",b'False\n',numbers__is_factor_composed_train.csv
b'Let b = -12 + -7. Let s be -1*(0 - -1) - b. Suppose -s = -t + 18. Is 18 a factor of t?\n',b'True\n',numbers__is_factor_composed_train.csv
"b'Suppose -5*y + 5*l + 4555 = 0, y - 912 = 4*l - 2*l. Is y a multiple of 40?\n'",b'False\n',numbers__is_factor_composed_train.csv
b'Let x(t) = -t**2 + 6*t + 7. Let a be x(7). Let w be a/(2/(-1)) - -2. Let l(v) = 3*v**2 + 2*v - 3. Does 9 divide l(w)?\n',b'False\n',numbers__is_factor_composed_train.csv
b'Let z be 5 - 4 - (-48 - -1). Suppose -2*c = -16 + z. Let x = c + 34. Is 7 a factor of x?\n',b'False\n',numbers__is_factor_composed_train.csv
b'Is 9 a factor of 45?\n',b'True\n',numbers__is_factor_train.csv
b'Is 6509 a multiple of 23?\n',b'True\n',numbers__is_factor_train.csv
b'Is 14113 a multiple of 59?\n',b'False\n',numbers__is_factor_train.csv
b'Is 18 a factor of 735786?\n',b'True\n',numbers__is_factor_train.csv
b'Does 15 divide 19007460?\n',b'True\n',numbers__is_factor_train.csv
b'Is 10760 a multiple of 8?\n',b'True\n',numbers__is_factor_train.csv
b'Does 43 divide 2021?\n',b'True\n',numbers__is_factor_train.csv
b'Does 5 divide 13715?\n',b'True\n',numbers__is_factor_train.csv
b'Is 13 a factor of 3680495?\n',b'True\n',numbers__is_factor_train.csv
b'Is 417776008 a multiple of 13?\n',b'True\n',numbers__is_factor_train.csv
b'Does 182 divide 2595502?\n',b'True\n',numbers__is_factor_train.csv
b'Is 2007 a multiple of 17?\n',b'False\n',numbers__is_factor_train.csv
b'Is 324 a multiple of 81?\n',b'True\n',numbers__is_factor_train.csv
b'Does 33 divide 16873916?\n',b'False\n',numbers__is_factor_train.csv
b'Does 19 divide 113468?\n',b'True\n',numbers__is_factor_train.csv
b'Is 23 a factor of 11345?\n',b'False\n',numbers__is_factor_train.csv
b'Does 20 divide 853520?\n',b'True\n',numbers__is_factor_train.csv
b'Is 444 a factor of 332681?\n',b'False\n',numbers__is_factor_train.csv
b'Does 13 divide 1177?\n',b'False\n',numbers__is_factor_train.csv
b'Does 118 divide 502901?\n',b'False\n',numbers__is_factor_train.csv
b'Is ((-3)/(-2))/((-6)/(-452)) prime?\n',b'True\n',numbers__is_prime_composed_train.csv
b'Let w be -10*4/(-2 + 0). Let n = 7 + -12. Let p = w + n. Is p prime?\n',b'False\n',numbers__is_prime_composed_train.csv
b'Suppose -6*w = 44*w - 431950. Is w a prime number?\n',b'False\n',numbers__is_prime_composed_train.csv
b'Let s(c) = 20*c**2 + 10*c - 19. Let w(m) = 10*m**2 + 5*m - 10. Let p(t) = -2*s(t) + 5*w(t). Is p(-7) a prime number?\n',b'True\n',numbers__is_prime_composed_train.csv
b'Let j be (((-99)/(-2))/(-11) + 5)*6. Let r(c) = 1754*c**2 - 17*c + 52. Is r(j) prime?\n',b'True\n',numbers__is_prime_composed_train.csv
b'Let u = 16 + 85. Let t(k) = -k**2 - 5*k - 6. Let n be t(-6). Let f = n + u. Is f composite?\n',b'False\n',numbers__is_prime_composed_train.csv
b'Suppose -7*q = -8357 - 6084. Is q a prime number?\n',b'True\n',numbers__is_prime_composed_train.csv
b'Let o(a) = 2*a**2 - 4. Is o(-9) prime?\n',b'False\n',numbers__is_prime_composed_train.csv
b'Suppose v + 387 = -2*v. Let s = v + 237. Suppose 319 = k + s. Is k a composite number?\n',b'False\n',numbers__is_prime_composed_train.csv
b'Let q(l) = l**3 + 19*l**2 - 231*l + 319. Is q(42) prime?\n',b'True\n',numbers__is_prime_composed_train.csv
"b'Suppose 2*f - 460 = m, 3*f + 4*m - 712 = -0*f. Let n = -49 + f. Is n composite?\n'",b'True\n',numbers__is_prime_composed_train.csv
"b'Let y = 24 + -24. Suppose u - 10 = g - 0, -u + 2*g = -15. Is y + 2 - (u + -112) composite?\n'",b'False\n',numbers__is_prime_composed_train.csv
b'Let d(q) = -4*q**3 - 4*q**2 + q + 6. Let z = -21 - -16. Is d(z) a prime number?\n',b'True\n',numbers__is_prime_composed_train.csv
b'Let a(g) = -2227*g + 269. Let p(w) = 743*w - 89. Let i(u) = 4*a(u) + 11*p(u). Is i(-30) prime?\n',b'True\n',numbers__is_prime_composed_train.csv
b'Let n(j) = 5*j**2 + 13*j + 9. Let p(b) = b**2 - b - 9. Let c be p(0). Let h be n(c). Let i = h + -170. Is i composite?\n',b'False\n',numbers__is_prime_composed_train.csv
"b'Let m(l) = -49*l**3 + 3*l**2 + 4*l + 3. Let b be m(-2). Suppose 0 = -5*i - j + b, 4*j + 383 = 5*i + j. Is i composite?\n'",b'False\n',numbers__is_prime_composed_train.csv
"b'Suppose d + y = 4*d - 19, 20 = 4*d + 4*y. Suppose 1 = n, l + 0*l = n - d. Let f(k) = -12*k - 7. Is f(l) composite?\n'",b'False\n',numbers__is_prime_composed_train.csv
b'Let d(m) = -40*m**3 - 5*m**2 + 7*m - 5. Let v be d(-5). Suppose 0*c = -5*c + v. Is c composite?\n',b'False\n',numbers__is_prime_composed_train.csv
b'Let s be 15/10 + 2/4. Suppose 3*m - s*m - 50 = 0. Is 5/2*m/5 a prime number?\n',b'False\n',numbers__is_prime_composed_train.csv
"b'Suppose 0 = -4*t + 26 - 2. Suppose 0 = 5*s - t - 94. Suppose 2*k - 1961 = -5*b + 3*k, -5*k = -s. Is b prime?\n'",b'False\n',numbers__is_prime_composed_train.csv
b'Is 200843 composite?\n',b'False\n',numbers__is_prime_train.csv
b'Is 150661 a composite number?\n',b'True\n',numbers__is_prime_train.csv
b'Is 4299001 composite?\n',b'True\n',numbers__is_prime_train.csv
b'Is 35524847 prime?\n',b'False\n',numbers__is_prime_train.csv
b'Is 875985497 a prime number?\n',b'True\n',numbers__is_prime_train.csv
b'Is 18479 a prime number?\n',b'False\n',numbers__is_prime_train.csv
b'Is 4643 a prime number?\n',b'True\n',numbers__is_prime_train.csv
b'Is 194 a composite number?\n',b'True\n',numbers__is_prime_train.csv
b'Is 238594613 composite?\n',b'True\n',numbers__is_prime_train.csv
b'Is 139677211 a composite number?\n',b'False\n',numbers__is_prime_train.csv
b'Is 92711027 prime?\n',b'True\n',numbers__is_prime_train.csv
b'Is 7753 composite?\n',b'False\n',numbers__is_prime_train.csv
b'Is 2171 a prime number?\n',b'False\n',numbers__is_prime_train.csv
b'Is 2290131821 prime?\n',b'False\n',numbers__is_prime_train.csv
b'Is 49763179 a prime number?\n',b'True\n',numbers__is_prime_train.csv
b'Is 88333 prime?\n',b'False\n',numbers__is_prime_train.csv
b'Is 227481173 composite?\n',b'False\n',numbers__is_prime_train.csv
b'Is 18408053 composite?\n',b'False\n',numbers__is_prime_train.csv
b'Is 118423 composite?\n',b'False\n',numbers__is_prime_train.csv
b'Is 16649 composite?\n',b'False\n',numbers__is_prime_train.csv
"b'Suppose 2 = -5*c + 12. Suppose 0 = -c*l + l. Suppose l = 2*v, -5*v = -0*k - k + 2. What is the least common multiple of 10 and k?\n'",b'10\n',numbers__lcm_composed_train.csv
"b'Let a = 4/9285 + -900733/204270. Suppose -3*k - 3*s = -8*s + 121, -s = 2*k + 72. Find the common denominator of a and k/(-70) + 21/(-35).\n'",b'154\n',numbers__lcm_composed_train.csv
b'Calculate the common denominator of 196/(-144)*(120/5)/6 and -81/82.\n',b'738\n',numbers__lcm_composed_train.csv
b'Let c = 181 + -346. Let i be (1 - c)*35/28. Let y = 201 - i. Find the common denominator of -64/9 and y.\n',b'18\n',numbers__lcm_composed_train.csv
b'Let w = -6153731/16 + 384608. Let n = 3/946 - 833/113520. What is the common denominator of n and w?\n',b'240\n',numbers__lcm_composed_train.csv
b'Let i(b) = -2*b + 2. Let n = 1 + 0. Let a = n - -1. What is the lowest common multiple of a and i(-6)?\n',b'14\n',numbers__lcm_composed_train.csv
b'Let m = 44 + -24. What is the smallest common multiple of m and 54?\n',b'540\n',numbers__lcm_composed_train.csv
"b'Let p = 5 - 0. Suppose p*h + 11 = x + 1, 3*x = 5*h. Calculate the lowest common multiple of (-2)/(-3) - 16/h and 7.\n'",b'42\n',numbers__lcm_composed_train.csv
b'Find the common denominator of 62/27 and ((-27)/(-1215))/((-8)/196).\n',b'270\n',numbers__lcm_composed_train.csv
"b'Suppose 0 = -4*v - 4*v - 8. Let j be v + (-63)/(-13) + 16/104. Suppose -j*c = -4*n - 660, -875 = c - 6*c - 5*n. What is the least common multiple of c and 4?\n'",b'340\n',numbers__lcm_composed_train.csv
b'Calculate the common denominator of 34/59 and (-16)/(-12) + (0 - (-1611)/(-54)).\n',b'118\n',numbers__lcm_composed_train.csv
b'What is the smallest common multiple of 14 and ((-78)/(-15))/((-1)/(-5))?\n',b'182\n',numbers__lcm_composed_train.csv
b'Let f = -918 - -13756/15. Calculate the common denominator of f and 44/15.\n',b'15\n',numbers__lcm_composed_train.csv
b'Let r(v) = v**2 - v + 8. Let o = -39 - -39. Let w be r(o). Find the common denominator of 14/20*w - -5 and -45.\n',b'5\n',numbers__lcm_composed_train.csv
b'What is the common denominator of 143/96 and 14/(-14)*(-47)/(-6)?\n',b'96\n',numbers__lcm_composed_train.csv
b'Calculate the smallest common multiple of 10 and (1 - 2)*2 + 12.\n',b'10\n',numbers__lcm_composed_train.csv
b'Find the common denominator of 55/4 - (4 - -3 - 5) and ((-790)/(-12))/5 + 0.\n',b'12\n',numbers__lcm_composed_train.csv
b'Suppose -18*g + 926 + 1180 = 0. Calculate the lowest common multiple of 54 and g.\n',b'702\n',numbers__lcm_composed_train.csv
b'Calculate the lowest common multiple of ((-96)/(-12))/(1*2) and 18.\n',b'36\n',numbers__lcm_composed_train.csv
b'Let n = -10 + 16. Let a(f) = 6*f**2 - f. Let y(l) = l**2 + 3*l - 3. Let v be y(-4). What is the smallest common multiple of a(v) and n?\n',b'30\n',numbers__lcm_composed_train.csv
b'Calculate the common denominator of -107/476 and -8/1785.\n',b'7140\n',numbers__lcm_train.csv
b'Calculate the least common multiple of 240 and 480.\n',b'480\n',numbers__lcm_train.csv
b'What is the lowest common multiple of 5907 and 4296?\n',b'47256\n',numbers__lcm_train.csv
b'What is the least common multiple of 468888 and 351666?\n',b'1406664\n',numbers__lcm_train.csv
b'Calculate the lowest common multiple of 1259031 and 120729.\n',b'8813217\n',numbers__lcm_train.csv
b'What is the lowest common multiple of 226 and 339?\n',b'678\n',numbers__lcm_train.csv
b'What is the smallest common multiple of 90 and 105?\n',b'630\n',numbers__lcm_train.csv
b'Calculate the smallest common multiple of 10320 and 129.\n',b'10320\n',numbers__lcm_train.csv
b'What is the common denominator of 47/7805 and -71/20?\n',b'31220\n',numbers__lcm_train.csv
b'What is the common denominator of 29/1716 and 97/42350?\n',b'3303300\n',numbers__lcm_train.csv
b'Find the common denominator of 29/20 and 37/941720.\n',b'941720\n',numbers__lcm_train.csv
b'Find the common denominator of 89/112 and -103/6.\n',b'336\n',numbers__lcm_train.csv
b'Find the common denominator of -19/6 and -17/382.\n',b'1146\n',numbers__lcm_train.csv
b'What is the common denominator of 137/5289410 and -121/9823190?\n',b'68762330\n',numbers__lcm_train.csv
b'Calculate the common denominator of -7/20 and 29/768.\n',b'3840\n',numbers__lcm_train.csv
b'Calculate the smallest common multiple of 32 and 2304.\n',b'2304\n',numbers__lcm_train.csv
b'What is the common denominator of -47/21152 and -25/679508?\n',b'5436064\n',numbers__lcm_train.csv
b'Find the common denominator of 19/6624 and -37/15456.\n',b'46368\n',numbers__lcm_train.csv
b'What is the common denominator of -43/35 and -16/1911?\n',b'9555\n',numbers__lcm_train.csv
b'What is the smallest common multiple of 25272 and 25272?\n',b'25272\n',numbers__lcm_train.csv
b'Let v(k) = 2*k + 36. What are the prime factors of v(11)?\n',"b'2, 29\n'",numbers__list_prime_factors_composed_train.csv
b'Let t(m) = 2*m + 0*m + 10 - m. List the prime factors of t(-7).\n',b'3\n',numbers__list_prime_factors_composed_train.csv
"b'Let g be (1 + 0 + 0)*2. Let j = -85 - -88. Suppose j*v = 3, g*v + 3*v = -c + 22. What are the prime factors of c?\n'",b'17\n',numbers__list_prime_factors_composed_train.csv
b'Suppose 0*u = 7*u. What are the prime factors of (u - 9*-2) + 4?\n',"b'2, 11\n'",numbers__list_prime_factors_composed_train.csv
b'Let v be (-5)/30*-8*6/(-4). Let g = v - -5. Suppose g*f - 182 = 142. What are the prime factors of f?\n',"b'2, 3\n'",numbers__list_prime_factors_composed_train.csv
b'Let d(o) = -o**2 - 6*o + 3. Let n be d(-8). Let g = 28 + n. What are the prime factors of g?\n',"b'3, 5\n'",numbers__list_prime_factors_composed_train.csv
b'What are the prime factors of 411/4 + (-3)/(-12)?\n',b'103\n',numbers__list_prime_factors_composed_train.csv
b'Suppose -3*d = -4*d + 37. What are the prime factors of d?\n',b'37\n',numbers__list_prime_factors_composed_train.csv
b'Let h = 38 + -27. Let j = h + -8. Suppose 35 = j*r + 2. What are the prime factors of r?\n',b'11\n',numbers__list_prime_factors_composed_train.csv
b'Let r(c) = -c**3 + 4*c**2 - 67*c - 261. List the prime factors of r(-26).\n',"b'47, 463\n'",numbers__list_prime_factors_composed_train.csv
b'Suppose 0 = 5*o + 24 + 76. What are the prime factors of 1/4 - 735/o?\n',b'37\n',numbers__list_prime_factors_composed_train.csv
"b'Let g(c) = 0*c**2 + 3 - 4*c**3 - 2*c**2 + c - 2 + 3*c**2. Let v be g(-1). Suppose s + 9 = q + 3*s, -5*s - 45 = -v*q. What are the prime factors of q?\n'",b'3\n',numbers__list_prime_factors_composed_train.csv
b'Let o(n) = n**2. Let s be o(-3). Let y = s - 4. List the prime factors of y.\n',b'5\n',numbers__list_prime_factors_composed_train.csv
"b'Let r = 6 - 1. Suppose -4*v - 2*s = 490, -r*v - s - 625 = 4*s. Let j = 209 + v. What are the prime factors of j?\n'",b'89\n',numbers__list_prime_factors_composed_train.csv
"b'Let l be -3 - (4 + (-1 - 0)). Let h be ((-2)/(-3))/(l/(-207)). Suppose h = u + u + w, -2*u - 5*w + 3 = 0. List the prime factors of u.\n'","b'2, 7\n'",numbers__list_prime_factors_composed_train.csv
b'List the prime factors of (4 - 5)/(2/(-50)).\n',b'5\n',numbers__list_prime_factors_composed_train.csv
b'Let o(f) = -6 - f + 8 - 4. Let t be o(-11). Suppose 0 = -t*s + 6*s + 198. What are the prime factors of s?\n',"b'2, 3, 11\n'",numbers__list_prime_factors_composed_train.csv
b'Let r be 3*(-4)/18 + (-9)/27. Let o(f) = -12*f + 2. What are the prime factors of o(r)?\n',"b'2, 7\n'",numbers__list_prime_factors_composed_train.csv
"b'Suppose 0 = -l + 5*g - 10*g + 34, 5*g - 136 = -4*l. List the prime factors of l.\n'","b'2, 17\n'",numbers__list_prime_factors_composed_train.csv
b'Let v be (7/5 + 1)/(4/10). Suppose -v*f = 65 - 491. What are the prime factors of f?\n',b'71\n',numbers__list_prime_factors_composed_train.csv
b'List the prime factors of 703.\n',"b'19, 37\n'",numbers__list_prime_factors_train.csv
b'List the prime factors of 11776.\n',"b'2, 23\n'",numbers__list_prime_factors_train.csv
b'What are the prime factors of 226521?\n',"b'3, 25169\n'",numbers__list_prime_factors_train.csv
b'List the prime factors of 393833.\n',"b'11, 35803\n'",numbers__list_prime_factors_train.csv
b'List the prime factors of 111222135.\n',"b'3, 5, 23, 41, 2621\n'",numbers__list_prime_factors_train.csv
b'List the prime factors of 9163.\n',"b'7, 11, 17\n'",numbers__list_prime_factors_train.csv
b'List the prime factors of 54592.\n',"b'2, 853\n'",numbers__list_prime_factors_train.csv
b'What are the prime factors of 6738?\n',"b'2, 3, 1123\n'",numbers__list_prime_factors_train.csv
b'What are the prime factors of 140390?\n',"b'2, 5, 101, 139\n'",numbers__list_prime_factors_train.csv
b'List the prime factors of 473595692.\n',"b'2, 5807, 20389\n'",numbers__list_prime_factors_train.csv
b'List the prime factors of 4174336.\n',"b'2, 31, 263\n'",numbers__list_prime_factors_train.csv
b'List the prime factors of 9398.\n',"b'2, 37, 127\n'",numbers__list_prime_factors_train.csv
b'List the prime factors of 1214.\n',"b'2, 607\n'",numbers__list_prime_factors_train.csv
b'What are the prime factors of 47454466?\n',"b'2, 41, 383, 1511\n'",numbers__list_prime_factors_train.csv
b'List the prime factors of 10683879.\n',"b'3, 3561293\n'",numbers__list_prime_factors_train.csv
b'What are the prime factors of 25103?\n',"b'13, 1931\n'",numbers__list_prime_factors_train.csv
b'List the prime factors of 408759.\n',"b'3, 13, 47, 223\n'",numbers__list_prime_factors_train.csv
b'What are the prime factors of 1006593?\n',"b'3, 7, 47933\n'",numbers__list_prime_factors_train.csv
b'List the prime factors of 311.\n',b'311\n',numbers__list_prime_factors_train.csv
b'What are the prime factors of 17524?\n',"b'2, 13, 337\n'",numbers__list_prime_factors_train.csv
b'Suppose -1295 = -8*f + 3*f. What is the tens digit of f?\n',b'5\n',numbers__place_value_composed_train.csv
b'Let f be (-12)/(-9)*(4 + -1). Suppose -9 = 2*k - 5*k. Let s = f - k. What is the units digit of s?\n',b'1\n',numbers__place_value_composed_train.csv
b'What is the hundreds digit of 1332/126*(1028/8 - -1)?\n',b'3\n',numbers__place_value_composed_train.csv
"b'Suppose 0 = 15*n - 10*n + 3*d + 22, 15 = -4*n - 5*d. What is the units digit of 50/(n/(-1) - 4)?\n'",b'0\n',numbers__place_value_composed_train.csv
b'Let c = -20 + -64. Suppose 4*h - 1113 = -3*h. Let r = c + h. What is the units digit of r?\n',b'5\n',numbers__place_value_composed_train.csv
b'Let d(y) = -y**2 + 6*y - 4. Suppose 0 = -t + 3*t - 10. What is the units digit of d(t)?\n',b'1\n',numbers__place_value_composed_train.csv
"b'Suppose 2*a - m = 45, 33 = 4*a - 2*a - 5*m. Suppose 4 = 2*c + a. Let r = 18 + c. What is the units digit of r?\n'",b'8\n',numbers__place_value_composed_train.csv
"b'Suppose 5*o - 4*x = 65, 3*x = 3*o - 8*o + 100. Suppose o = 3*f - 13. What is the units digit of f?\n'",b'0\n',numbers__place_value_composed_train.csv
b'Let p = 2701 - 1193. What is the units digit of p?\n',b'8\n',numbers__place_value_composed_train.csv
b'Let s(u) = 85*u - 93. Let f = -63 - -69. What is the hundreds digit of s(f)?\n',b'4\n',numbers__place_value_composed_train.csv
"b'Suppose -4*x + 1 = 2*w + 11, 4*w - x - 16 = 0. Suppose -4*t = 5*a - 187, 2*a = -w*a + 3*t + 166. What is the tens digit of a?\n'",b'3\n',numbers__place_value_composed_train.csv
"b'Suppose 0 = 3*u - 12, 5*d + 0*u - 3*u - 483 = 0. What is the units digit of d?\n'",b'9\n',numbers__place_value_composed_train.csv
b'Let r be -1 - (3 - 1) - 0. Let b = 8 + r. What is the units digit of b?\n',b'5\n',numbers__place_value_composed_train.csv
b'Suppose 6*g - 7*g - 47604 = -3*g. What is the thousands digit of g?\n',b'3\n',numbers__place_value_composed_train.csv
b'What is the tens digit of 16/12*(-2484)/(-8)?\n',b'1\n',numbers__place_value_composed_train.csv
b'Let f(u) = 3*u - 18. Let t be f(6). Let g(v) = -v**2 + 6*v + 1. Let i be g(5). Let n = i + t. What is the units digit of n?\n',b'6\n',numbers__place_value_composed_train.csv
b'Suppose 682 = 6*r + 1864. Let w = -103 - r. What is the tens digit of w?\n',b'9\n',numbers__place_value_composed_train.csv
b'Let m be 4/14 - (-351)/21. Suppose 0 = -5*a + m*a - 492. What is the tens digit of a?\n',b'4\n',numbers__place_value_composed_train.csv
"b'Let j be 1*(-1)/3*-9. Suppose 0 = 2*p - 0*p - 5*x - 30, -x = j*p - 28. What is the units digit of p?\n'",b'0\n',numbers__place_value_composed_train.csv
"b'Suppose 12532 = 3*r + z - 1747, r - 4767 = -4*z. What is the thousands digit of r?\n'",b'4\n',numbers__place_value_composed_train.csv
b'What is the tens digit of 49164?\n',b'6\n',numbers__place_value_train.csv
b'What is the units digit of 2310?\n',b'0\n',numbers__place_value_train.csv
b'What is the ten millions digit of 13126429?\n',b'1\n',numbers__place_value_train.csv
b'What is the tens digit of 940443?\n',b'4\n',numbers__place_value_train.csv
b'What is the thousands digit of 38617784?\n',b'7\n',numbers__place_value_train.csv
b'What is the tens digit of 637?\n',b'3\n',numbers__place_value_train.csv
b'What is the ten thousands digit of 22755?\n',b'2\n',numbers__place_value_train.csv
